DS_TEST_ID,TestDescription
134,"Logon to Sales Center and chose lee-us storelee-us store should be selectedRight click on store and chose Create OrderCreate Order page opensCreate a PO Box address in shipping address columnPO Box address should be addedSelect different shipping carrier except 'FD42' and click 'Apply'It should display warning message if you didn't select 'FD42'After click 'OK' on warning message  After click 'OK' on warning message, you should see 'FD42' is selected  automatically for PO Box addressNow Update same Item, Create a APO/FPO addressAPO/FPO address should get addedSelect 'APO/FPO' address as shipping address and select 'US22' as ship mode  and click on ""Apply"" otherwiseNo error message should comeSelect different address as shipping address and click on ""Apply""You should see error messages after you click 'Apply'.  And after  confirming the error messages. You should see the 'Ship Carrier' and  'shipping address' values go back to original values before you updated itAdd a new item and verify applicable shipmode is preselectedApplicable shipmode should be preselectedCreate a US Territories addressUS territories address should get addedSelect 'US Territories' address as shipping address and select 'FD30' as  ship mode and click on ""Apply"" otherwise,No error message should comeSelect different address as shipping address and click on ""Apply""You should see error messages after you click 'Apply'.  And after  confirming the error messages. You should see the 'Ship Carrier' and  'shipping address' values go back to original values before you updated itNote the order number placed as per test case TC_LEE_US_069C and don't  close order confirmation or login to site and navigate to order history  pagenanLogin to unity.vfc.com (Citrix) and login with valid credentialsUser should be logged in to citrix successfully.Complete the required steps in the order simulator to release the order.Order should be released and it should be in either ""G"" or ""R"" status.From the same browser session where you submitted the order , Open a new  tab next to it.  OR  User should be in order history --> order details pageRun the below URL in a new tab:-  https://qa.lee .com/webapp/wcs/stores/servlet/VFOrderCreateXML.jsp?OrderRefNumber=883005 &releaseNumber=1&CreationTime=2017-11-17 00:00:00  Release order XML should display on a new tab.  Note:- Change OrderRefNumber(Order number) and CreationTime(Date) according  to your order and release number should be always one(1) as it has only  In-stock itemsSearch ""SHIPVIA"" in a Release order XML""FD30"" should display for SHIPVIA in a XMLSearch ""ShipModeCode"" in a Release order XML""FD30"" should display for ShipModeCode in a XMLCheck Order Status in WCSOrder Should be Shipped and final status should be D, deposited.Open the URL in next tab of User should be in order history --> order  details page  Note: CEF tool can be used instead of this URLRun the below URL in a new tab:-  https://qa.lee .com/webapp/wcs/stores/servlet/VFOrderTLogCreateXML.jsp?OrderRefNumber= 32703541&releaseNum=1&tlogId=bfdf0-d9c4-11e7-9685-86755a2615aa&storeId= 7001&CreationTime=2017-12-05 00:00:00 Shipped order XML should display on a new tab.  Note:- Change OrderRefNumber(Order number) and CreationTime(Date) according  to your order and release number should be always one(1) as it has only  In-stock itemsTo access CEF Tool open URL <http://itgcursjo505.vfc.com:9080/ESBLOG/login.jsp>   CEF Tool should open successfullyLogin with valid credential User should be logged in successfullyClick on Event search linkUser should be navigated to Event search pageSelect Created from and To date from data picker and Business number  =%Order_number% and click on submitTable should be displayed with all the details Verify transaction tlog links like - ProcessOrder:createorderTLogOrder  should be present the displayed tableClick on ProcessOrder:createorderTLogOrder linkNew XML page should be openedClick on the ProcessOrder:createorderTLogOrder linkNew xml wimdow should be opened.Search 'Shipping method' ,'Biliing address', 'Payment Type', 'Shipvia' and  'Shipmode' in the xmlAll Parameters should be present and should match with details entered in  the front end."
135,"Connect to the ""Lee"" site using the URL (qa.lee.com)Lee site must be connected and homepage should be displayedSelect a sub-category from any of the category link in headerPLP must be displayedVerify whether the filter options are present on the left navigationFilter options must be present on PLPVerify whether the filters are open by defaultFilter options must be open by defaultScroll down through PLP and verify whether filters contract and stick to  top of pageFilter options must get collapsed when the user scrolls down and should  stick to top of the pageVerify the behavior of sticky filters when user scrolls down listing pageSticky filters should not run over into or behind the footer when users  scroll down listing page.Verify filters behavior when user scrolls back up and reaches the top of  the listing page.Filters should unstick when user scrolls back up and reaches the top of  listing page.Expand few filters manuallyFilters must be expandedScroll down the PLP, and verify whether the expanded filters doesn't  contract Expanded filters mustn't contract until its done manuallyClick the ""^"" icon to close the facet (i.e ""Fit"")  Note: Test step added due to VFDP-17723On selecting  ""^"" icon the facet should close (i.e ""Fit"")Select any filter checkbox (e.g ""Low"") under the  any  facet (e.g ""Rise"")  Note: Test step added due to VFDP-17723User must be able to select filter under any facetVerify when user applies filter under any other facet,closed facets  mustn'tt re-open  Note: Test step added due to VFDP-17723Closed facets mustn't re-open"
136,"Connect to the ""Lee"" site using the URL (qa.Lee.com)The site should be connected and the Homepage should be displayedLogin into the site with proper credentialsUser should be logged into site and navigated to ""My Accounts: Profile""  pageAdd 2 products to cart and click on ""Cart(x)"" linkFull cart page should be displayed with all the products in itClick on ""SECURE CHECKOUT"" button""SHIPPING INFORMATION"" page should be displayedEnter valid shipping address and click on ""CONTINUE TO BILLING"" buttonPayment information page should be displayed with following sections:     * We have standardized your address using the US Postal Service. You       can review updates on the next page. - text      * PAYMENT INFORMATION - section      * PROMO CODE - section      * ORDER SUMMARY - section        Note: Over night shipping shouldn't be displayed in                              shipping pageVerify the details in ""PAYMENT INFORMATION"" section when there are saved  credit cards""PAYMENT INFORMATION"" section should display following details:     * Credit Card - saved credit card details (one credit card should be       selected by default) - Credit card ending in xxxx,      * exp MM/YY      * Pay Pal - radio button The safer, easier way to pay. - text     * What's PayPal? - link      * Add New Credit Card - link  Note :- Credit Card Icons should be getting displayed along Credit Card  details in Payment Information section (VFDP-14847)Click on ""What's PayPal?"" linkUser should be navigated to Pay Pal siteClick on ""Add New Credit Card"" linkAdd new credit card screen should be displayed:     * Credit card number - textbox      * Expiration date - drop down list      * Security code - textbox      * Save This Credit Card - check box     * Back to Saved Cards - link     * Billing Address - drop down list      * Add new address - all saved billing address will be listed here -       Same as shipping addressClick on ""Back to Saved Cards"" linkUser should be navigated back to payment information pageClick on ""Back to Saved Cards"" linkUser should be navigated back to payment information pageVerify the attributes in ""PROMO CODE"" section""PROMO CODE"" section should display below attributes:     * Promo code - text box     * APPLY - button     * Where do I get Promo codes? - linkVerify the details in order summary section    * Order Total (Before Tax) - text      * Order Total = Item Subtotal + Estimated Shipping      * Review Order - button      * Order Summary x ITEMS - link IN YOUR CART - text + - link      * Item Subtotal (x) - total price of the items      * Shipping - text Shipping amount     * Standard - text     * Estimated Tax - text      * Tax amount Order Total (Before Tax) - text      * Order Total = Item Subtotal + Estimated Shipping     * Review Order - buttonClick on ""?"" next to TaxTax details pop up screen should be displayed with below details:     * We collect tax on orders shipped to certain locations. Tax is       displayed after you have entered your shipping information. - text     * Close - linkClick on ""close"" linkTax pop up screen should be closedProceed with checkout and enter credit card and billing address details in  billing information page and click on ""PLACE ORDER""   Note: Shipping address and billing address should be different  Order should be placed successfully.Note the order number placed as per test case TC_LEE_US_082  and don't  close order confirmation window or login to site and navigate to order  history pagenanLogin to unity.vfc.com (Citrix) and login with valid credentialsUser should be logged in to citrix successfully.Complete the required steps in the order simulator to release the order.Order should be released and it should be in either ""G"" or ""R"" status.From the same browser session where you submitted the order, Open a new tab  next to it.  OR  User should be in order history --> order details pageRun the below URL in a new tab:-  https://qa.lee .com/webapp/wcs/stores/servlet/VFOrderCreateXML.jsp?OrderRefNumber=883005 &releaseNumber=1&CreationTime=2017-11-17 00:00:00  Release order XML should display on a new tab.  Note:- Change OrderRefNumber(Order number) and CreationTime(Date) according  to your order and release number should be always one(1) as it has only  In-stock itemsSearch ""SHIPVIA"" in a Release order XML""UP03"" should display for SHIPVIA in a XMLSearch ""ShipModeCode"" in a Release order XML""UP03"" should display for ShipModeCode in a XMLCheck Order Status in WCSOrder Should be Shipped and final status should be D, deposited.Open the URL in next tab of User should be in order history --> order  details page  Note: CEF tool can be used instead of this URLRun the below URL in a new tab:-  https://qa.lee .com/webapp/wcs/stores/servlet/VFOrderTLogCreateXML.jsp?OrderRefNumber= 32703541&releaseNum=1&tlogId=bfdf0-d9c4-11e7-9685-86755a2615aa&storeId= 7001&CreationTime=2017-12-05 00:00:00 Shipped order XML should display on a new tab.  Note:- Change OrderRefNumber(Order number) and CreationTime(Date) according  to your order and release number should be always one(1) as it has only  In-stock itemsTo access CEF Tool open URL <http://itgcursjo505.vfc.com:9080/ESBLOG/login.jsp>   CEF Tool should open successfullyLogin with valid credential User should be logged in successfullyClick on Event search linkUser should be navigated to Event search pageSelect Created from and To date from data picker and Business number  =%Order_number% and click on submitTable should be displayed with all the details Verify transaction tlog links like - ProcessOrder:createorderTLogOrder  should be present the displayed tableClick on ProcessOrder:createorderTLogOrder linkNew XML page should be openedClick on the ProcessOrder:createorderTLogOrder linkNew xml wimdow should be opened.Verify Shipping method ,Biliing address, Payment Type, Shipvia and Shipmode  in the xmlAll Parameters should be present and should match with details entered in  the front end."
137,"Connect to the ""Lee"" site using the URL (qa.Lee.com)The site should be connected and the Homepage should be displayedLogin into the site with proper credentialsUser should be logged into site and navigated to ""My Accounts: Profile""  pageAdd 2 products to cart and click on ""Cart(x)"" linkFull cart page should be displayed with all the products in itClick on ""SECURE CHECKOUT"" button""SHIPPING INFORMATION"" page should be displayedEnter valid shipping address and click on ""CONTINUE TO BILLING"" buttonPayment information page should be displayed with following sections:     * We have standardized your address using the US Postal Service. You       can review updates on the next page. - text      * PAYMENT INFORMATION - section      * PROMO CODE - section      * ORDER SUMMARY - section        Note: Over night shipping shouldn't be displayed in                              shipping pageVerify the details in ""PAYMENT INFORMATION"" section when there are saved  credit cards""PAYMENT INFORMATION"" section should display following details:     * Credit Card - saved credit card details (one credit card should be       selected by default) - Credit card ending in xxxx,      * exp MM/YY      * Pay Pal - radio button The safer, easier way to pay. - text     * What's PayPal? - link      * Add New Credit Card - link  Note :- Credit Card Icons should be getting displayed along Credit Card  details in Payment Information section (VFDP-14847)Click on ""What's PayPal?"" linkUser should be navigated to Pay Pal siteClick on ""Add New Credit Card"" linkAdd new credit card screen should be displayed:     * Credit card number - textbox      * Expiration date - drop down list      * Security code - textbox      * Save This Credit Card - check box     * Back to Saved Cards - link     * Billing Address - drop down list      * Add new address - all saved billing address will be listed here -       Same as shipping addressClick on ""Back to Saved Cards"" linkUser should be navigated back to payment information pageClick on ""Back to Saved Cards"" linkUser should be navigated back to payment information pageVerify the attributes in ""PROMO CODE"" section""PROMO CODE"" section should display below attributes:     * Promo code - text box     * APPLY - button     * Where do I get Promo codes? - linkVerify the details in order summary section    * Order Total (Before Tax) - text      * Order Total = Item Subtotal + Estimated Shipping      * Review Order - button      * Order Summary x ITEMS - link IN YOUR CART - text + - link      * Item Subtotal (x) - total price of the items      * Shipping - text Shipping amount     * Standard - text     * Estimated Tax - text      * Tax amount Order Total (Before Tax) - text      * Order Total = Item Subtotal + Estimated Shipping     * Review Order - buttonClick on ""?"" next to TaxTax details pop up screen should be displayed with below details:     * We collect tax on orders shipped to certain locations. Tax is       displayed after you have entered your shipping information. - text     * Close - linkClick on ""close"" linkTax pop up screen should be closedProceed with checkout and enter credit card and billing address details in  billing information page and click on ""PLACE ORDER""   Note: Shipping address and billing address should be different  Order should be placed successfully.Note the order number placed as per test case TC_LEE_US_082  and don't  close order confirmation window or login to site and navigate to order  history pagenanLogin to unity.vfc.com (Citrix) and login with valid credentialsUser should be logged in to citrix successfully.Complete the required steps in the order simulator to release the order.Order should be released and it should be in either ""G"" or ""R"" status.From the same browser session where you submitted the order, Open a new tab  next to it.  OR  User should be in order history --> order details pageRun the below URL in a new tab:-  https://qa.lee .com/webapp/wcs/stores/servlet/VFOrderCreateXML.jsp?OrderRefNumber=883005 &releaseNumber=1&CreationTime=2017-11-17 00:00:00  Release order XML should display on a new tab.  Note:- Change OrderRefNumber(Order number) and CreationTime(Date) according  to your order and release number should be always one(1) as it has only  In-stock itemsSearch ""SHIPVIA"" in a Release order XML""UP02"" should display for SHIPVIA in a XMLSearch ""ShipModeCode"" in a Release order XML""UP02"" should display for ShipModeCode in a XMLCheck Order Status in WCSOrder Should be Shipped and final status should be D, deposited.Open the URL in next tab of User should be in order history --> order  details page  Note: CEF tool can be used instead of this URLRun the below URL in a new tab:-  https://qa.lee .com/webapp/wcs/stores/servlet/VFOrderTLogCreateXML.jsp?OrderRefNumber= 32703541&releaseNum=1&tlogId=bfdf0-d9c4-11e7-9685-86755a2615aa&storeId= 7001&CreationTime=2017-12-05 00:00:00 Shipped order XML should display on a new tab.  Note:- Change OrderRefNumber(Order number) and CreationTime(Date) according  to your order and release number should be always one(1) as it has only  In-stock itemsTo access CEF Tool open URL <http://itgcursjo505.vfc.com:9080/ESBLOG/login.jsp>   CEF Tool should open successfullyLogin with valid credential User should be logged in successfullyClick on Event search linkUser should be navigated to Event search pageSelect Created from and To date from data picker and Business number  =%Order_number% and click on submitTable should be displayed with all the details Verify transaction tlog links like - ProcessOrder:createorderTLogOrder  should be present the displayed tableClick on ProcessOrder:createorderTLogOrder linkNew XML page should be openedClick on the ProcessOrder:createorderTLogOrder linkNew xml wimdow should be opened.Verify Shipping method ,Biliing address, Payment Type, Shipvia and Shipmode  in the xmlAll Parameters should be present and should match with details entered in  the front end."
138,"Connect to the ""Wrangler"" site using the URL(Qa.wrangler.com)The site should be connected and the Homepage should be displayedLogin into the site with proper credentialsUser should be logged into site and navigated to ""My Accounts: Profile""Navigate to product listing page by selecting any category(Ex: Men->Jeans)The Product listing page should be displayed.Check for the product which is available with BIG AND TALL sizesThe product should be listed with the label ""BIG AND TALL"" sizeClick on product image to navigate to product detail page.The product detail page should be displayedVerify the PDP for big and tallThe below sizes should be displayed under ""Size Options"": Mens Regular Mens Big & Tall (The size options may vary based on the product selected)Press F12Dev console should be openedClick on ConsoleConsole page is opened  click on Event : productDetailView  On clicking : Event : productDetailView it should be expanded   Verify detail -> action field and list variable in the  Action field and list should be present under detail   On PDP click on men's size option  Dev console should be openedclick on Event : productDetailViewUpdated  On clicking : Event : productDetailView it should be expandedVerify detail -> action field and list variable in the  Action field and list should not be present under detail compare both Event :productDetailView and productDetailViewUpdatedOther the action field variable and list variable  rest of the variable  should be same  Event : ProductDetailView    Event : productDetailViewUpdated   "
139,"Navigate to qa.lee.com Home page should be displayedLogin with valid credentials User should be logged in successfully Add a product to the cart Product should be added successfully Place an orderOrder should be placed successfully Ship and Deposit the order in accelerator Order should be shipped and deposited successfully Open My Account > Order History in site and Click Exchange an Item linkUser should be navigated to Exchange pageClick EXCHANGE ITEM buttonProduct detail modal should be openedSelect a product, Exchange reason and click SelectThe modal should be closed"
140,Open qa.lee.comHome page should be displayedNaviagte to PLPPLP page should be loadedSelect discount item and add to cartDiscounted item should be added successfully Verity  Lee Checkout View Cart page displayed strikethru pricingPrice and strickethru pricing displayed.Logon to QA simulator Logged in successfully  Verify the config is available only in Config editor View screen  VFStoreConfig.properties: ORDER_ITEM_PRICE_DISPLAY_ADJUSTMENT_ENABLED=trueWorking as expected.
141,"Open https://qa.<brand>.com  on a chrome browserHome page must be displayed successfullyOpen the More Tools > Developer Tools on the chrome browser or Click F12  button  Developer Tools must be opened successfullyClick on ""Console"" tab (Developer Tools)Console Tab should be displayedExpand the CMS Version and verify the branch,build version is displayed as  expected for the current release CMS Version (Object) when expanded should be displayed as follows:  CMS Version: {build: ""18.5.52.64d9f70"", branch: ""release/rel-18.5"", commit:  ""64d9f70""} branch:""release/rel-18.5"" build:""18.5.52.64d9f70"" commit:""64d9f70""  Expand the UI Version and verify the branch,build version is displayed as  expected for the current releaseUI Version (Object) when expanded should be displayed as follows:  UI version: {branch: ""release/rel-18.5"", commit: ""97a53ede4"", build:  ""18.5.52.64d9f70""} branch:""release/rel-18.5"" build:""18.5.52.64d9f70"" commit:""97a53ede4""1.Navigate to PLP 2.Expand the ECOM version and verify the branch, buildLabel is displayed as  expected for the current releaseECOM Version (Object) when expanded should be displayed as follows:  ECOM version: {buildLabel: ""201803122000"", branch: ""release/rel-18.5"", tag:  ""release/rel-18.5/ECOM/201803122000""} branch:""release/rel-18.5"" buildLabel:""201803122000"" tag:""release/rel-18.5/ECOM/201803122000""Make sure that the QuickBuild Build Number is matching with the number in  the ""Build and Deploy"" room (HipChat)It should match with the GIT Commit and expected current release verison Important : Verify if branch and build numbers for CMS, ECOM, and UI match  with the expected releaseIf branch and build numbers for CMS, ECOM, and UI does not match with the  expected release a blocker bug must be logged"
142,"Navigate to qa.lee.comHome page should be displayedAdd a product to cart Product should be added sucessfullyPlace the orderOrder should be placed successfully.Ship the order in accelerator Order should be shipped successfully Navigate to order details pageUser should be navigated to order details pageLogin in to Sales center and find the order Order should be found successfully Create a credit RMA against the same order following the below steps     * Search the same order and create a return     * Select ""Return Items"" tab and select ""Credit"" in ""Available Return       Type"" drop down     * Click on Apply button and give the credit amount in Credit Adjustment        column.     * Click on submit buttonCredit RMA should be created successfully Check the RMA status in accelerator RMA id should be generated with RMA status ""PND""Navigate back to sales center, log off from current user and log on as  different userUser should be logged onFind the return item and click on Approve buttonItem should be approvedNavigate back to accelerator and verify RMA status  RMA status should change from PND to APPLogin to WCS Admin console User should be logged in admin consoleSelect Store radio button, Store name and click on Ok buttonStore radio button, Store name should be selected and home page should be  displayedClick on ""Configuration--> Scheduler""Scheduler page should be displayed  Select VFCRefund job check box  and click on ""New"" buttonNew Scheduled Job page should be displayedSelect VFCRefund from Job Command drop downDate and Time should be selected as per EST and job should be scheduled in  that specific time.  Note: Start time should be 2 minutes ahead ESTNavigate back to accelerator and verify RMA status RMA  status should be in ""CLO"" or ""CNG""Validate the createTLogReturn XML. This can be done by run this URL:  https://qa.lee.com/webapp/wcs/stores/servlet/VFCreditTLogCreateXML.jsp?OrderRefNumber=<Order  Number>&rmaId=<RMA Number> &storeId=7301&CreationTime=<YYYY-MM-DD%20hh:mm:ss.000000> (NOTE: Substitute the dynamic parameters in angle brackets accordingly)XML should be validated successfully"
143,"Connect to qa.lee.comQA-LEE-US site must be connected and homepage should be displayedSelect a sub-category from any of the category link in headerPLP must be displayedClick on a product in PLPPDP must be displayedAdd maximum quantity of the product to cartProduct must be added to the cart without any errorAdd one more product to cartError message should be displayed as ""The maximum quantity for <<SKU  NUMBER>> in the shopping cart is 10 and you have specified <<Given  Quantity>>. Specify a lower quantity""."
144,"Connect to ""LEE"" US using URL qa.lee.com/homepage.htmlHomepage should be displayed.Select any category and navigate to PLP.PLP should be displayed.Select any product and navigate to PDP.PDP should be displayed.Select size and add product to cart.Product should be added to cart.Add 50 different products or 10 products each with quantity 5 and proceed  with checkout, Order should be placed successfully with 50 products.Add more than 50 different products into cart and click on ""Proceed to  Checkout"" button.Error message should be displayed as : ""The maximum number of items in the shopping cart is 50. You currently have  50 items and have attempted to add 1 more. Remove some items and try again,  or checkout and add the items to an empty shopping cart."" and user should  not be able to proceed."
145,"Navigate to qa.lee.comHome page should be displayedAdd a product to cart Product should be added sucessfullyPlace the orderOrder should be placed successfully.Ship the order in accelerator Order should be shipped successfully Navigate to order details pageUser should be navigated to order details pageLogin in to Sales center and find the order Order should be found successfully Create a refund RMA against the same order following the below steps     * Search the same order and create a return     * Select ""Return Items"" tab and select ""Refund"" in ""Available Return       Type"" drop down     * Click on Apply button.     * Click on submit buttonRefund RMA should be created successfully Check the RMA status in accelerator RMA id should be generated with RMA status ""APP""Login to WCS Admin console User should be logged in admin consoleSelect Store radio button, Store name and click on Ok buttonStore radio button, Store name should be selected and home page should be  displayedClick on ""Configuration--> Scheduler""Scheduler page should be displayed  Select VFCRefund job check box  and click on ""New"" buttonNew Scheduled Job page should be displayedSelect VFCRefund from Job Command drop downDate and Time should be selected as per EST and job should be scheduled in  that specific time.  Note: Start time should be 2 minutes ahead ESTNavigate back to accelerator and verify RMA status RMA  status should be in ""CLO"" or ""CNG""Validate the Return T-log XML. This can be done by run this URL:  https://qa.lee.com/webapp/wcs/stores/servlet/VFCreditTLogCreateXML.jsp?OrderRefNumber=<Order    Number>&rmaId=<RMA   Number>&storeId=7301&CreationTime=<YYYY-MM-DD%20hh:mm:ss.000000> (NOTE: Substitute the dynamic parameters in angle brackets accordingly)XML should be validated successfully"
146,"Navigate to https://qa.lee.comHome page should be displayedAdd a product to cart Product should be added successfullyPlace the orderOrder should be placed successfully.In Accelerator get the orderitem number before shipping the order , using  view xml option (When order in G status)The orderitem ID should be displayed for the order placed in XMLShip the order in accelerator , Click on Order Close Job to depositOrder should be deposited successfully . And order status should be DClick on Message Sender.You should see the above screenOn the Message Sender screen:    1. Enter the order number in the orderId field.    2. Select AcknowledgeOrder from the messageType field.The screen with a blank page should be displayed Paste the XML into the Simulator message input box and click on Send.The XML should be sent successfully and order RMA staus should move to  Approved(APP) state .Login to WCS Admin console User should be logged in admin consoleSelect Store radio button, Store name and click on Ok buttonStore radio button, Store name should be selected and home page should be  displayedClick on ""Configuration--> Scheduler""Scheduler page should be displayed  Select VFCAprovePreApprovedReturns job checkbox and click on ""New"" buttonNew Scheduled Job page should be displayedSelect VFCAprovePreApprovedReturns from Job Command drop downDate and Time should be selected as per EST and job should be scheduled in  that specific time.  Note: Start time should be 2 minutes ahead ESTSelect VFCRefund job check box  and click on ""New"" buttonNew Scheduled Job page should be displayedSelect VFCRefund from Job Command drop downDate and Time should be selected as per EST and job should be scheduled in  that specific time.  Note: Start time should be 2 minutes ahead ESTAfter the VFCRefund job is successful , Navigate back to accelerator and  verify RMA status RMA  status should be in ""CLO"" or ""CNG"""
147,"Connect to the ""Lee"" site using the URL (qa.lee.com)The site should be connected and the Homepage should be displayedNavigate to product listing page by click on Category -> Sub category linkProduct listing page should be displayed with the below detailsSelect any product and navigate to PDP.PDP should be displayed.Select any one of the size box and click on ""ADD TO CART"" buttonSize should be selected and product should be added to cart  successfully.  Product count in the ""Cart"" in the header should be  increased and top nav  mini cart should be displayed.Click on ""Cart"" link in header and navigate to shopping cart page.Shopping cart page should be displayed.Click on Hamburger icon and click on Sign inThe ""Sign in"" screen should be displayedClick on the ""First Name"" text box and then without entering any value in  first name click on ""Last Name"" text boxError message ""This field is required."" should be displayedSimilarly click on all the text box and do not enter any value.Error message ""This field is required."" should be displayedEnter values in mandatory fields. Enter email address which is already  registered and click on the ""Create account"" buttonError message ""THE LOGON ID YOU ENTERED ALREADY EXISTS. TYPE A DIFFERENT  LOGON ID AND TRY AGAIN."" should be displayedEnter values in mandatory fields along with a valid email address and click  on the ""Create account"" buttonThe details should be saved and a new account should be created  successfully and customer should be taken to ""My Accounts: Profile"" page.   Note: Password is not accepted as per the message displayed under the password  text field (Accepted only if it contains 7 characters including digits and  letters)Password must contain at least 8 characters and include 1 digit and 1  letter and 1 uppercase letter and 1 lowercase letter.   Note:- If 1 digit and 1 letter and 1 uppercase letter and 1 lowercase  letter is not given while entering password.It will kick an error message   Password should be taken successfullyVerify the Password tool-tip ""?"" present in Create Account sectionPassword tool-tip ""?"" should be contained within circleLogin and Verify the Password tool-tip ""?"" present in Change Password  sectionPassword tool-tip ""?"" should be contained within circleVerify the placeholder text is not removed Placeholder text should not be removedVerify customer receives customer registration email.  Note: Customer registration Email will not be received for Lee and Wrangler  in Production Refer: VFDP-38270Customer should receive customer registration email after creation of  account. In Customer registration email: Note: It should display pre header text as ""Welcome to Lee.com! Your new  account will make shopping easier."" Refer VFDP-28292"
